COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr
UINTAH              ,Uintah Water Conservancy District,1622,BRUSH CREEK BELOW RED FLEET DAM                                                 ,10671,Red Fleet Reservoir Release to Brush Creek - Main + Pumping Plant                                                                                                                                       ,Reservoir Release,1,1622,BRUSH CREEK                                                 ,Observational,Meter                               ,FLOWMETER   ,A,40.57333973,-109.4214205,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1622,9,1979,2025
LBEAR               ,Bear River (Cache),1685,T04 LEE REESE                                                                   ,AAF                                     ,"T04 -, Radio - 206 Gravel Pit                                                                                                                                                                           ",Conveyance,1,1685,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.80167578,-111.8994908,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1685,36,1989,2024
LBEAR               ,Bear River (Cache),1689,01  PITCHER PUMP                                                                ,AL                                      ,"01 -, Radio - 202 UP&L                                                                                                                                                                                  ",Conveyance,1,1689,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Meter               ,FLOWMETER   ,A,41.94850289,-111.9460984,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1689,36,1989,2024
LBEAR               ,Bear River (Cache),1690,02  MUNK JORGENSEN PUMP CO.                                                     ,AEe                                     ,"02 & 05 & 06 -, Radio - 204 Munk                                                                                                                                                                        ",Conveyance,2,1690,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.82318157,-111.9038035,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1690,36,1989,2024
LBEAR               ,Bear River (Cache),1691,03  PAUL CARDON                                                                 ,AACb                                    ,03 - Done; Radio - 203 Falslev                                                                                                                                                                          ,Conveyance,1,1691,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.81458691,-111.9432185,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1691,28,1989,2024
LBEAR               ,Bear River (Cache),1692,04  WEST CACHE IRR. CO. PUMP                                                    ,AAp                                     ,"04, 60A -, Radio - 206 Gravel Pit                                                                                                                                                                       ",Conveyance,1,1692,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Meter               ,FLOWMETER   ,A,41.85230788,-111.8873162,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1692,35,1989,2025
LBEAR               ,Bear River (Cache),1693,05  BOB MUNK                                                                    ,AEe                                     ,"02 & 05 & 06 -, Radio - 204 Munk                                                                                                                                                                        ",Conveyance,3,1693,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.82316668,-111.9038415,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1693,36,1989,2024
LBEAR               ,Bear River (Cache),1695,06A  THAIN DAIRY                                                                ,AEe                                     ,"02 & 05 & 06 -, Radio - 204 Munk                                                                                                                                                                        ",Conveyance,1,1695,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.8231364,-111.9038352,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1695,36,1989,2024
LBEAR               ,Bear River (Cache),1696,"07  MUNK, TARBET, FISHER                                                        ",Ae                                      ,07; Radio- 202 Up&l                                                                                                                                                                                     ,Conveyance,1,1696,LOWER BEAR RIVER                                            ,Observational,Ultrasonic flow sensor              ,FLOWMETER   ,A,41.83424974,-111.8963368,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1696,36,1989,2024
LBEAR               ,Bear River (Cache),1697,08  REESE-BALLARD                                                               ,AEl                                     ,"08 & 08A -, Radio - 204 Munk                                                                                                                                                                            ",Conveyance,1,1697,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.80690467,-111.9009538,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1697,36,1989,2024
LBEAR               ,Bear River (Cache),1698,09  JOHN ALLEN                                                                  ,AEk                                     ,09 -  Radio - 204 Munk                                                                                                                                                                                  ,Conveyance,1,1698,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.80948671,-111.9015965,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1698,37,1989,2025
LBEAR               ,Bear River (Cache),1699,10  BALLARD PUMP                                                                ,AEm                                     ,"10 & 10A -, Radio - 204 Munk                                                                                                                                                                            ",Conveyance,1,1699,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.80265679,-111.9105745,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1699,36,1989,2024
LBEAR               ,Bear River (Cache),1700,10A LANNY BALLARD                                                               ,AEm                                     ,"10 & 10A -, Radio - 204 Munk                                                                                                                                                                            ",Conveyance,2,1700,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.80276476,-111.9094426,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1700,36,1989,2024
LBEAR               ,Bear River (Cache),1701,11  BENSON-BEAR LAKE IRR. CO.                                                   ,AAI                                     ,11 -; Radio - 206 Gravel Pit                                                                                                                                                                            ,Conveyance,1,1701,LOWER BEAR RIVER                                            ,Observational,18 inch Parshall Flume              ,STAGE       ,A,41.79210353,-111.9246512,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1701,36,1989,2024
LBEAR               ,Bear River (Cache),1704,11C JIM WATTERSON                                                               ,AACf                                    ,"30, 11C - Radio - 203 Falslev                                                                                                                                                                           ",Conveyance,2,1704,LOWER BEAR RIVER                                            ,Observational,Ultra Sonic Flow Sensor             ,FLOWMETER   ,A,41.79697568,-111.9494841,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1704,37,1989,2025
LBEAR               ,Bear River (Cache),1706,12  KING IRRIGATION CO.                                                         ,AEh                                     ,"12 -, Radio - 204 Munk                                                                                                                                                                                  ",Conveyance,1,1706,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.82196535,-111.8966547,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1706,36,1989,2024
LBEAR               ,Bear River (Cache),1707,13B SPACKMAN-GIBBONS                                                            ,AAj                                     ,"13 & 13A -, Radio - 206 Gravel Pit                                                                                                                                                                      ",Conveyance,3,1707,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.90798652,-111.8947995,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1707,37,1989,2025
LBEAR               ,Bear River (Cache),1711,14A LARRY PITCHER                                                               ,AAd                                     ,"14, 14A, 14B - Radio - 206 Gravel Pit                                                                                                                                                                   ",Conveyance,3,1711,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.94362743,-111.9404677,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1711,36,1989,2024
LBEAR               ,Bear River (Cache),1714,16  MIKE FALSLEV (PREVIOUS: RULON FALSEV)                                       ,AACd                                    ,"15, 15B, 16 - Done, Radio - 203 Falslev                                                                                                                                                                 ",Conveyance,1,1714,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.80898027,-111.9290887,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1714,37,1989,2025
LBEAR               ,Bear River (Cache),1715,17B STEVEN BODILY                                                               ,AAg                                     ,"17B - Done, Radio - 206 Gravel Pit                                                                                                                                                                      ",Conveyance,1,1715,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.93279403,-111.9288136,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1715,36,1989,2024
LBEAR               ,Bear River (Cache),1716,18  SMITHFIELD WEST BENCH                                                       ,AAm                                     ,"18 & 20, Radio - 206 Gravel Pit                                                                                                                                                                         ",Conveyance,1,1716,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.86842617,-111.87994,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1716,36,1989,2024
LBEAR               ,Bear River (Cache),1719,20  ESTANCIA LLC - WALT YOUNG (PREVIOUS: COE LARKIN)                            ,AAm                                     ,"18 & 20, Radio - 206 Gravel Pit                                                                                                                                                                         ",Conveyance,2,1719,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.86842766,-111.8799432,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1719,36,1989,2024
LBEAR               ,Bear River (Cache),1720,21  MARCHANT PUMP                                                               ,AAl                                     ,"21 -, Radio - 206 Gravel Pit                                                                                                                                                                            ",Conveyance,1,1720,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.88046398,-111.8700235,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1720,35,1989,2024
LBEAR               ,Bear River (Cache),1721,22  LARRY FALSLEV                                                               ,AO                                      ,"22, Radio - 202 UP&L                                                                                                                                                                                    ",Conveyance,1,1721,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.79667402,-111.9199371,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1721,36,1989,2024
LBEAR               ,Bear River (Cache),1723,24  CHARLES WOOD                                                                ,AAH                                     ,24 -; Radio - 206 Gravel Pit                                                                                                                                                                            ,Conveyance,1,1723,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.92898865,-111.9281255,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1723,35,1989,2024
LBEAR               ,Bear River (Cache),1724,25  WILLARD / JAY PITCHER                                                       ,AAf                                     ,"25, 25A -, Radio - 206 Gravel Pit                                                                                                                                                                       ",Conveyance,1,1724,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.93718503,-111.9401172,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1724,36,1989,2024
LBEAR               ,Bear River (Cache),1732,32  USU                                                                         ,Am                                      ,"32 -, Radio - 202 UP&L                                                                                                                                                                                  ",Conveyance,1,1732,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.82607594,-111.9847984,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1732,37,1989,2025
LBEAR               ,Bear River (Cache),1733,31  USU                                                                         ,Al                                      ,"31 -, Radio - 202 UP&L                                                                                                                                                                                  ",Conveyance,1,1733,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.83038023,-111.9884373,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1733,37,1989,2025
LBEAR               ,Bear River (Cache),1734,33  LARRY FALSLEV                                                               ,AACJ                                    ,"33 -, Radio - 203 Falslev                                                                                                                                                                               ",Conveyance,1,1734,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.80001697,-111.9100556,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1734,37,1989,2025
LBEAR               ,Bear River (Cache),1736,35  VALJAY RIGBY                                                                ,Ah                                      ,"35, 55A - Radio - 202 UP&L                                                                                                                                                                              ",Conveyance,2,1736,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.82713124,-111.9612144,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1736,35,1990,2024
LBEAR               ,Bear River (Cache),1737,37  BULLEN FARMS                                                                ,Ao                                      ,37 - Radio - 202 UP&L                                                                                                                                                                                   ,Conveyance,1,1737,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.82456112,-111.964614,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1737,36,1989,2024
LBEAR               ,Bear River (Cache),1744,43  BULLEN FARMS                                                                ,AACH                                    ,"43 - Done, Radio - 203 Falslev                                                                                                                                                                          ",Conveyance,1,1744,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.79365341,-111.960964,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1744,37,1989,2025
LBEAR               ,Bear River (Cache),1745,44CR  DAVID DORIUS                                                              ,AAL                                     ,44 - Radio - 206 Gravel Pit                                                                                                                                                                             ,Conveyance,2,1745,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.97224382,-111.9306645,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1745,37,1989,2025
LBEAR               ,Bear River (Cache),1748,47  RICH (SOUTH PUMP)                                                           ,AAk                                     ,"47 -, Radio - 206 Gravel Pit                                                                                                                                                                            ",Conveyance,1,1748,LOWER BEAR RIVER                                            ,Observational,Dynasonic Flow Sensor               ,FLOWMETER   ,A,41.88894479,-111.8695434,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1748,37,1989,2025
LBEAR               ,Bear River (Cache),1749,50  BOB MUNK                                                                    ,AAG                                     ,50 -;  Radio 206 Gravel                                                                                                                                                                                 ,Conveyance,1,1749,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.83068462,-111.9405287,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1749,36,1989,2024
LBEAR               ,Bear River (Cache),1754,54  USU                                                                         ,An                                      ,"54 -, Radio - 202 UP&L                                                                                                                                                                                  ",Conveyance,1,1754,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.82472133,-111.970594,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1754,37,1989,2025
LBEAR               ,Bear River (Cache),1755,55A TODD BALLARD                                                                ,Ah                                      ,"35, 55A - Radio - 202 UP&L                                                                                                                                                                              ",Conveyance,1,1755,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.82717701,-111.9610932,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1755,34,1989,2024
LBEAR               ,Bear River (Cache),1768,T09 SKIDMORE                                                                    ,AAa                                     ,"T09 - Done, Radio - 206 Gravel Pit                                                                                                                                                                      ",Conveyance,1,1768,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.91053098,-111.8753179,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1768,33,1989,2025
LBEAR               ,Bear River (Cache),1770,T09A BRAYDEN & PAM SPACKMAN FARM                                                ,AAP                                     ,"T09A -, Radio - 206 Crow Mt.                                                                                                                                                                            ",Conveyance,1,1770,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.91923877,-111.8716113,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1770,33,1989,2025
LBEAR               ,Bear River (Cache),1772,T10 SPACKMAN BROTHERS (PREVIOUSLY: W.D.C.I.)                                    ,AAb                                     ,"T10 - Done, Radio - 206 Crow Mt.                                                                                                                                                                        ",Conveyance,1,1772,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.91060522,-111.8749714,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1772,26,2000,2025
LBEAR               ,Bear River (Cache),1774,T12 CHRIS ALLEN                                                                 ,AAA                                     ,T12 - Radio- 206 Crow Mt                                                                                                                                                                                ,Conveyance,1,1774,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.99045551,-111.8101022,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1774,23,2001,2024
LBEAR               ,Bear River (Cache),1775,T13 REED SNYDER                                                                 ,AAJ                                     ,"T13 -, Radio - 206 Gravel PIt                                                                                                                                                                           ",Conveyance,1,1775,LOWER BEAR RIVER                                            ,Observational,On/Off Pressure Sensor              ,ONOFF       ,A,41.9910205,-111.8398919,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1775,32,1991,2024
BEAR_UPL            ,Bear River (UPL),1862,00  HAMMOND                                                                     ,East Wheelon Canal (                    ,East Wheelon Canal (CFS)                                                                                                                                                                                ,Conveyance,1,1862,LOWER BEAR RIVER                                            ,Observational,                                    ,DIGITAL     ,A,41.83174009,-112.0570754,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1862,39,1957,2025
BEAR_UPL            ,Bear River (UPL),1863,00  WESTSIDE                                                                    ,West Wheelon Canal (                    ,West Wheelon Canal (CFS)                                                                                                                                                                                ,Conveyance,1,1863,LOWER BEAR RIVER                                            ,Observational,                                    ,DIGITAL     ,A,41.83174153,-112.0570757,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1863,37,1989,2025
USGS                ,USGS Gage,1883,SEVIER RIVER NEAR KINGSTON - USGS                                               ,10183500,Sevier River near Kingston                                                                                                                                                                              ,Stream,1,1883,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,38.20597927,-112.2077579,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1883,88,1938,2025
BEAR_UPL            ,Bear River (UPL),1901,00  COLLINSTON                                                                  ,Bear R. At Collinsto                    ,Bear R. At Collinston (CFS)                                                                                                                                                                             ,Stream,1,1901,LOWER BEAR RIVER                                            ,Observational,Stage Recorder                      ,DIGITAL     ,A,41.83410443,-112.0552579,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1901,44,1989,2025
SEVIER              ,Sevier River,1928,ROCKY FORD RESERVOIR NEAR SIGURD                                                ,9101,Rocky Ford Reservoir Content                                                                                                                                                                            ,Reservoir,1,1928,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,38.86828839,-111.9559736,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1928,31,1969,2025
SEVIER              ,Sevier River,1930,OTTER CREEK RESERVOIR                                                           ,3453,Otter Creek Reservoir Content                                                                                                                                                                           ,Reservoir,1,1930,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,38.17327922,-112.0073831,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1930,96,1929,2025
SEVIER              ,Sevier River,1931,PIUTE RESERVOIR                                                                 ,2482,Piute Reservoir Contents                                                                                                                                                                                ,Reservoir,1,1931,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,38.31914622,-112.1936667,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1931,89,1937,2025
SEVIER              ,Sevier River,1932,SEVIER BRIDGE RESERVOIR                                                         ,3443,Sevier Bridge Reservoir Contents                                                                                                                                                                        ,Reservoir,1,1932,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,39.37219781,-112.0285963,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1932,101,1915,2025
SEVIER              ,Sevier River,2150,DESERET IRRIGATION CO (ABRAHAM PUMP)                                            ,10925,DESERET IRRIGATION CO (ABRAHAM PUMP)                                                                                                                                                                    ,Conveyance,1,2150,SEVIER RIVER                                                ,Observational,3 foot ramp flume                   ,DIGITAL     ,A,39.3515717,-112.633583,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2150,51,1975,2025
SEVIER              ,Sevier River,2172,THREE CREEK RESERVOIR OUTLET                                                    ,13197,Three Creeks Reservoir Outlet                                                                                                                                                                           ,Reservoir Release,1,2172,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,38.62311233,-112.4295497,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2172,48,1939,2025
USGS                ,USGS Gage,2306,USGS LOST CREEK NEAR CROYDEN UTAH                                               ,10132500,"USGS Lost Creek near Croyden, UT                                                                                                                                                                        ",Stream,1,2306,WEBER RIVER                                                 ,Observational,                                    ,NULL,A,41.18065466,-111.4004553,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2306,51,1947,2025
USGS                ,USGS Gage,2348,USGS EAST CANYON CREEK ABOVE E CANYON RES NEAR MORGAN UTAH                      ,10133980,USGS East Canyon Creek above East Canyon Reservoir near Morgan Utah                                                                                                                                     ,Stream,1,2348,WEBER RIVER                                                 ,Observational,                                    ,NULL,A,40.86955443,-111.5864898,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2348,31,1948,2025
USGS                ,USGS Gage,2404,USGS WEBER RIVER AT GATEWAY UTAH                                                ,10136500,Weber River at Gateway                                                                                                                                                                                  ,Stream,1,2404,WEBER RIVER                                                 ,Observational,RATED SECTION                       ,NULL,A,41.13732401,-111.8321579,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2404,28,1990,2025
OGDEN               ,Ogden River Dataloggers,2473,MILL CREEK AT 1200 WEST                                                         ,Mill Creek At 1200 West                 ,                                                                                                                                                                                                        ,Conveyance,1,2473,OGDEN RIVER                                                 ,Observational,4.0 ft Contracted Weir              ,NULL,A,41.25393052,-112.0094311,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2473,18,1951,2025
OGDEN               ,Ogden River Dataloggers,2483,LYNN DITCH                                                                      ,Lynn Ditch                              ,Lynn Irrigation diversion from Mill Creek                                                                                                                                                               ,Conveyance,1,2483,OGDEN RIVER                                                 ,Observational,DOUBLE CIPPOLETTI WEIRS             ,NULL,A,41.24162411,-111.9502647,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2483,74,1950,2025
OGDEN               ,Ogden River Dataloggers,2493,WOLF CREEK IRRIGATION COMPANY                                                   ,Wolf Creek Irr                          ,Wolf Creek Irrigation Company in Eden                                                                                                                                                                   ,Conveyance,1,2493,OGDEN RIVER                                                 ,Observational,2-FT CUTTHROAT FLUME                ,NULL,A,41.34445049,-111.8221738,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2493,43,1951,2025
DUCHESNE            ,Duchesne River,2501,400 ROCKY POINT CANAL HEAD                                                      ,8378,Rocky Point at Head                                                                                                                                                                                     ,Conveyance,4,2501,DUCHESNE RIVER                                              ,Observational,                                    ,DIGITAL     ,A,40.22770831,-110.3980331,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2501,26,1996,2025
OGDEN               ,Ogden River Dataloggers,2506,OGDEN VALLEY CANAL                                                              ,Ogden Valley Canal                      ,OGDEN RIVER OGDEN VALLEY CANAL                                                                                                                                                                          ,Conveyance,1,2506,OGDEN RIVER                                                 ,Observational,CONSTANT HEAD ORIFICE               ,NULL,A,41.25899005,-111.6978706,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2506,60,1950,2024
DUCHESNE            ,Duchesne River,2519,614 LAYOUT CREEK DIVERSION DAM                                                  ,Layout Diversion                        ,LAYOUT DIVERSION                                                                                                                                                                                        ,Conveyance,1,2519,DUCHESNE RIVER                                              ,Observational,V-Notch Weir                        ,DIGITAL     ,A,40.29708831,-111.0484794,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2519,26,1999,2024
OGDEN               ,Ogden River Dataloggers,2526,NORTH OGDEN CANAL                                                               ,North Ogden Canal                       ,                                                                                                                                                                                                        ,Conveyance,1,2526,OGDEN RIVER                                                 ,Observational,FOUR FOOT PARSHALL FLUME            ,NULL,A,41.23752724,-111.928169,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2526,46,1951,2025
USBR                ,USBR,2559,USBR CAUSEY RESERVOIR CONTENT                                                   ,CAUSEY|storage                          ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `CAUSEY`|`storage` at 8:30AM                                                                                                                            ,Reservoir,1,2559,OGDEN RIVER                                                 ,Observational,RATED CONTROL GATES                 ,NULL,A,41.29940633,-111.5860663,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2559,43,1965,2025
USGS                ,USGS Gage,2568,USGS WEBER RIVER AT ECHO UTAH                                                   ,10132000,"USGS Weber River at Echo, UT                                                                                                                                                                            ",Stream,1,2568,WEBER RIVER                                                 ,Observational,RATED CHANNEL                       ,NULL,A,40.96724338,-111.4378564,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2568,60,1958,2025
