COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr,TOTAL_RECORDS,TOTAL_NEGATIVE,TOTAL_ZERO,TOTAL_95th,TOTAL_IQR,TOTAL_RoC,TOTAL_REPEATED,TOTAL_IF,TOTAL_RSD,TOTAL_FLAGGED,NEGATIVE_RATIO,ZERO_RATIO,DISCHARGE_RATIO,IQR_RATIO,RoC_RATIO,REPEATED_RATIO,IF_RATIO,RSD_RATIO,TOTAL_IR_RECORDS,TOTAL_IR_NEGATIVE,TOTAL_IR_ZERO,TOTAL_IR_95th,TOTAL_IR_IQR,TOTAL_IR_RoC,TOTAL_IR_REPEATED,TOTAL_IR_IF,TOTAL_IR_RSD,TOTAL_IR_FLAGGED,NEGATIVE_IR_RATIO,ZERO_IR_RATIO,DISCHARGE_IR_RATIO,IQR_IR_RATIO,RoC_IR_RATIO,REPEATED_IR_RATIO,IF_IR_RATIO,RSD_IR_RATIO,TOTAL_NIR_RECORDS,TOTAL_NIR_NEGATIVE,TOTAL_NIR_ZERO,TOTAL_NIR_95th,TOTAL_NIR_IQR,TOTAL_NIR_RoC,TOTAL_NIR_REPEATED,TOTAL_NIR_IF,TOTAL_NIR_RSD,TOTAL_NIR_FLAGGED,NEGATIVE_NIR_RATIO,ZERO_NIR_RATIO,DISCHARGE_NIR_RATIO,IQR_NIR_RATIO,RoC_NIR_RATIO,REPEATED_NIR_RATIO,IF_NIR_RATIO,RSD_NIR_RATIO,TOTAL_IR_FLAGGED_RATIO,TOTAL_NIR_FLAGGED_RATIO,TOTAL_FLAGGED_RATIO,TOTAL_NO_FLAG,TOTAL_IR_NO_FLAG,TOTAL_NIR_NO_FLAG,TOTAL_NO_FLAG_RATIO,TOTAL_IR_NO_FLAG_RATIO,TOTAL_NIR_NO_FLAG_RATIO
MILLCREEK_DL        ,Mill Creek Dataloggers,2896,WILSON MESA TOTAL FLOW - COMMISSIONER READING                                   ,Wilson Mesa                             ,Wilson Mesa                                                                                                                                                                                             ,Conveyance,1,2896,MILL CREEK (MOAB)                                           ,Observational,1.5` PARSHALL FLUME                 ,,A,38.53646165,-109.3298068,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2896,39,1983,2025,8389,0,3591,113,57,2,3355,240,0,7049,0,50.943396226415096,1.6030642644346715,0.8086253369272237,0.028372818839551707,47.59540360334799,3.4047382607462056,0,5359,0,1503,99,57,2,2721,213,0,4313,0,34.84813354973336,2.295386042198006,1.3215859030837005,0.046371435,63.088337584048226,4.938557848365407,0,3030,0,2088,14,0,0,634,27,0,2736,0,76.31578947368422,0.5116959064327485,0,0,23.172514619883042,0.9868421052631579,0,80.48,90.3,84.03,1340,1046,294,15.97329837,19.5185669,9.702970297
USBR                ,USBR,2907,USBR PINEVIEW RESERVOIR                                                         ,PINEVIEW|storage                        ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `PINEVIEW`|`storage` at 8:30AM                                                                                                                          ,Reservoir,1,2907,OGDEN RIVER                                                 ,Observational,ELEVATION-CAPACITY TABLE            ,,A,41.25473847,-111.8426338,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2907,46,1954,2025,14252,0,7,701,2,4,1554,705,0,2559,0,0.2735443532629933,27.39351309105119,0.07815553,0.15631105900742479,60.726846424384526,27.549824150058615,0,7093,0,7,701,2,4,469,355,0,1168,0,0.5993150684931506,60.01712328767124,0.17123287671232876,0.3424657534246575,40.15410959,30.39383561643836,0,7159,0,0,0,0,0,1085,350,0,1391,0,0,0,0,0,78.00143781452192,25.16175413371675,0,16.47,19.43,17.96,11693,5925,5768,82.04462532,83.53306076,80.569912
DUCHESNE            ,Duchesne River,2920,FARNSWORTH CANAL FLUME                                                          ,8605,*                                                                                                                                                                                                       ,Conveyance,,2920,LAKE FORK RIVER                                             ,Observational,8 FOOT PARSHALL FLUME W/ RECORDER   ,,A,40.50426598,-110.4258548,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2920,67,1950,2025,13033,0,2735,511,1,2,1812,511,1,5251,0,52.08531708246048,9.731479718148924,0.019043992,0.038087983,34.507712816606364,9.731479718148924,0.019043992,10183,0,1581,511,1,2,1554,459,1,3804,0,41.5615142,13.43322818086225,0.026288117770767613,0.052576235541535225,40.851735015772874,12.066246056782335,0.026288117770767613,2850,0,1154,0,0,0,258,52,0,1447,0,79.75120939875605,0,0,0,17.829993089149966,3.593642018,0,37.36,50.77,40.29,7782,6379,1403,59.70996701,62.64362172,49.22807018
EMERY               ,Emery County,2991,AVERY DITCH                                                                     ,9363,Total flow Avery Ditch                                                                                                                                                                                  ,Conveyance,1,2991,HUNTINGTON CREEK                                            ,Observational,1` Parshall Flume                   ,DIGITAL     ,A,39.33460173,-110.9562059,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2991,36,1984,2024,6773,0,2969,138,302,5,3474,191,0,6479,0,45.824972989658896,2.1299583269022997,4.661213150177496,0.077172403,53.61938570767094,2.9479858002778205,0,4922,0,1334,138,302,5,3258,161,0,4628,0,28.82454624027658,2.9818496110630943,6.525496974935177,0.108038029,70.39757994814174,3.4788245462402765,0,1851,0,1635,0,0,0,216,30,0,1851,0,88.33063209076175,0,0,0,11.66936790923825,1.6207455429497568,0,94.03,100,95.66,294,294,0,4.340764801,5.973181633,0
EMERY               ,Emery County,2993,JEFFS DITCH                                                                     ,5476,Craig Johansen (Jeffs Ditch)                                                                                                                                                                            ,Conveyance,1,2993,HUNTINGTON CREEK                                            ,Observational,ULTRASONIC DEPTH SENSOR             ,DIGITAL     ,A,39.22505041,-110.9209391,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2993,37,1983,2025,7143,0,2266,82,33,14,2706,244,0,5212,0,43.47659247889486,1.5732924021488872,0.6331542594013815,0.2686108979278588,51.91864927091328,4.681504221028396,0,5119,0,636,81,33,13,2479,206,0,3316,0,19.179734620024124,2.442702051,0.9951749095295537,0.39203860072376356,74.75874547647769,6.212303980699638,0,2024,0,1630,1,0,1,227,38,0,1896,0,85.97046414,0.052742616,0,0.052742616,11.972573839662447,2.0042194092827006,0,64.78,93.68,72.97,1931,1803,128,27.03345933,35.22172299,6.324110672
EMERY               ,Emery County,2994,HCIC CLEVELAND - CANAL PORTION                                                  ,6285,HCIC Cleveland Canal                                                                                                                                                                                    ,Conveyance,1,2994,HUNTINGTON CREEK                                            ,Observational,8 ft parshall flume                 ,DIGITAL     ,A,39.3556777,-111.0196531,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2994,43,1983,2025,13976,0,1094,642,266,1,3136,632,0,4837,0,22.617324788091793,13.272689683688235,5.499276410998553,0.020673971,64.83357452966715,13.065949968989043,0,7708,0,93,637,264,0,852,625,0,1545,0,6.019417475728155,41.22977346278317,17.08737864,0,55.14563106796116,40.45307443365696,0,6268,0,1001,5,2,1,2284,7,0,3292,0,30.40704738760632,0.15188335358444716,0.060753341433778855,0.030376670716889428,69.38031591737546,0.212636695,0,20.04,52.52,34.61,9139,6163,2976,65.39066972,79.95588998,47.47925973
EMERY               ,Emery County,2995,HCIC NORTH DITCH                                                                ,6569,NORTH DITCH FLOW                                                                                                                                                                                        ,Conveyance,1,2995,HUNTINGTON CREEK                                            ,Observational,8 FOOT PARSHALL FLUME               ,DIGITAL     ,A,39.34721417,-111.0035245,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2995,41,1983,2023,11802,0,4061,382,707,6,2829,385,0,7498,0,54.16110962923446,5.0946919178447585,9.429181115,0.080021339,37.73006134969325,5.134702587356629,0,6254,0,2395,374,675,6,794,377,0,3777,0,63.41011385,9.902038655,17.871326449563146,0.15885623510722796,21.021975112523165,9.981466772570824,0,5548,0,1666,8,32,0,2035,8,0,3721,0,44.772910507927975,0.2149959688255845,0.859983875,0,54.68959957000806,0.2149959688255845,0,60.39,67.07,63.53,4304,2477,1827,36.46839519,39.60665174,32.93078587
DUCHESNE            ,Duchesne River,3025,340 KNIGHT PIPE                                                                 ,8654,KNIGHTS PIPE                                                                                                                                                                                            ,Conveyance,5,3025,DUCHESNE RIVER                                              ,Observational,                                    ,DIGITAL     ,A,40.29160462,-110.488528,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3025,32,1993,2025,6047,0,1175,244,48,7,2059,240,3,3446,0,34.097504352872896,7.080673244341265,1.3929193267556588,0.20313406848520024,59.75043528728962,6.964596633778293,0.087057458,5074,0,599,244,48,7,1922,180,3,2684,0,22.317436661698956,9.090909090909092,1.7883755588673622,0.26080476900149036,71.60953800298063,6.7064083457526085,0.11177347242921014,973,0,576,0,0,0,137,60,0,762,0,75.59055118110236,0,0,0,17.979002624671917,7.874015748031496,0,52.9,78.31,56.99,2601,2390,211,43.01306433,47.10287741,21.68550874
CU_SCADA            ,CUWCD Scada,3026,375 KNIGHTS DIVERSION BYPASS                                                    ,KDRIVERFLOW_HIST                        ,Passing Knight Diversion  (DUCHESNE RIVER 375 KNIGHTS DIVERSION BYPASS)                                                                                                                                 ,Dry Dam Release,1,3026,DUCHESNE RIVER                                              ,Observational,                                    ,DIGITAL     ,A,40.24025648,-110.4115133,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3026,34,1992,2025,12043,0,104,597,1011,7,3704,596,94,4820,0,2.1576763485477177,12.385892116182573,20.975103734439834,0.14522821576763487,76.84647302904565,12.365145228215768,1.950207468879668,6072,0,0,595,966,5,1222,595,93,2188,0,0,27.19378427787934,44.14990859232176,0.22851919561243145,55.85009140767825,27.19378427787934,4.250457038391224,5971,0,104,2,45,2,2482,1,1,2632,0,3.951367781155015,0.075987842,1.709726443768997,0.075987842,94.30091185410335,0.037993920972644375,0.037993920972644375,36.03,44.08,40.02,7223,3884,3339,59.97674998,63.9657444,55.92028136
EMERY               ,Emery County,3028,JOES VALLEY RESERVOIR (CONTENTS)                                                ,6492,Content Joe`s Valley Reservoir                                                                                                                                                                          ,Reservoir,1,3028,COTTONWOOD CREEK                                            ,Observational,                                    ,DIGITAL     ,A,39.28845815,-111.27031,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3028,26,1980,2025,6556,0,523,300,523,0,2116,301,0,3067,0,17.052494294098466,9.781545484186502,17.052494294098466,0,68.99250081512879,9.814150635800456,0,3349,0,233,300,233,0,235,159,0,827,0,28.174123337363966,36.27569528415962,28.174123337363966,0,28.41596130592503,19.226118500604596,0,3207,0,290,0,290,0,1881,142,0,2240,0,12.946428571428573,0,12.946428571428573,0,83.97321428571428,6.3392857142857135,0,24.69,69.85,46.78,3489,2522,967,53.21842587,75.30606151,30.15279077
DUCHESNE            ,Duchesne River,3034,350 SHANKS PIPE                                                                 ,8819,SHANKS PIPE                                                                                                                                                                                             ,Conveyance,5,3034,DUCHESNE RIVER                                              ,Observational,                                    ,DIGITAL     ,A,40.2899928,-110.4889922,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3034,31,1993,2024,5795,0,928,242,75,7,2336,243,1,3485,0,26.628407460545194,6.944045911047346,2.1520803443328553,0.20086083213773312,67.03012912482066,6.972740315638451,0.028694404591104734,5034,0,513,242,75,7,2157,219,1,2867,0,17.893268224625043,8.440878967561911,2.6159748866410886,0.24415765608650158,75.23543773979769,7.638646668991978,0.034879665,761,0,415,0,0,0,179,24,0,618,0,67.15210355987054,0,0,0,28.964401294498384,3.8834951456310676,0,56.95,81.21,60.14,2310,2167,143,39.86194996,43.04727851,18.79106439
USGS                ,USGS Gage,3041,TRANS. MTN. DIV. - EPHRAIM TUNNEL                                               ,9319000,"USGS EPHRAIM TUNNEL NEAR EPHRAIM, UT                                                                                                                                                                    ",Conveyance,1,3041,COTTONWOOD CREEK                                            ,Observational,bubbler                             ,,A,39.32973861,-111.4317704,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3041,65,1960,2024,13031,0,2064,525,1499,0,3083,537,24,6633,0,31.117141564902763,7.914970601537766,22.599125584200213,0,46.47972259912558,8.095884215287201,0.3618272274988693,11033,0,1905,525,1481,0,1288,537,24,4661,0,40.87105771293714,11.263677322462991,31.77429736108131,0,27.633555031109204,11.521132804119286,0.5149109633125939,1998,0,159,0,18,0,1795,0,0,1972,0,8.062880325,0,0.9127789046653144,0,91.02434077079108,0,0,42.25,98.7,50.9,6398,6372,26,49.09830404,57.7540107,1.301301301
EMERY               ,Emery County,3061,UP&L-BRASHER DITCH (JULIE JOHANSEN)                                             ,5726,UP&L - Brasher Ditch                                                                                                                                                                                    ,Conveyance,1,3061,HUNTINGTON CREEK                                            ,Observational,2` Parshall Flume                   ,DIGITAL     ,A,39.25487336,-110.9188643,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3061,35,1983,2024,5085,0,2287,134,125,55,1939,140,57,4366,0,52.38204306000917,3.0691708657810355,2.863032524049473,1.2597343105817682,44.41136051305543,3.206596427,1.3055428309665598,3518,0,1056,57,48,12,1803,59,16,2914,0,36.238846945778995,1.956074124914207,1.6472203157172274,0.41180507892930684,61.873713109128346,2.0247083047357584,0.5490734385724091,1567,0,1231,77,77,43,136,81,41,1452,0,84.77961432506888,5.303030303030303,5.303030303030303,2.9614325068870526,9.366391184573002,5.578512396694215,2.8236914600550964,82.83,92.66,85.86,719,604,115,14.13962635,17.16884594,7.338864071
EMERY               ,Emery County,3063,JOES VALLEY PROJECT WATER-GATE 719                                              ,11260,Gate 719                                                                                                                                                                                                ,Conveyance,1,3063,HUNTINGTON CREEK                                            ,Observational,12 foot rectangular weir            ,DIGITAL     ,A,39.32223978,-110.9860213,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3063,26,1988,2025,5088,0,2350,112,8,3,1091,134,0,3512,0,66.91343963553531,3.189066059225513,0.22779043280182232,0.085421412,31.064920273348516,3.8154897494305238,0,3084,0,665,105,8,2,999,125,0,1725,0,38.550724637681164,6.086956521739131,0.463768116,0.11594202898550725,57.913043478260875,7.246376811594203,0,2004,0,1685,7,0,1,92,9,0,1787,0,94.29210968102966,0.391717963,0,0.055959709,5.148293229,0.5036373810856184,0,55.93,89.17,69.03,1576,1359,217,30.97484277,44.06614786,10.82834331
EMERY               ,Emery County,3064,JOES VALLEY PROJECT WATER-GATE 826                                              ,6138,Gate 826                                                                                                                                                                                                ,Conveyance,1,3064,HUNTINGTON CREEK                                            ,Observational,4 foot parshall                     ,DIGITAL     ,A,39.34477057,-110.9886309,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3064,33,1983,2025,5732,0,1804,197,42,4,2013,197,0,4008,0,45.00998003992016,4.915169660678643,1.0479041916167664,0.099800399,50.22455089820359,4.915169660678643,0,3524,0,500,197,42,4,1466,197,0,2157,0,23.180343069077423,9.133055169216505,1.9471488178025034,0.18544274455261936,67.96476588,9.133055169216505,0,2208,0,1304,0,0,0,547,0,0,1851,0,70.44840626688277,0,0,0,29.551593733117233,0,0,61.21,83.83,69.92,1724,1367,357,30.07676204,38.79114642,16.16847826
CU_SCADA            ,CUWCD Scada,3072,280 DOCS SOUTH FORK DIVERSIONS                                                  ,SWDOCFLW_HIST                           ,DOCS South Fork Diversions                                                                                                                                                                              ,Conveyance,1,3072,DUCHESNE RIVER                                              ,Observational,                                    ,DIGITAL     ,A,40.55816543,-110.7004688,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3072,34,1992,2025,10896,0,5711,259,449,2,1415,259,0,7567,0,75.47244615,3.4227567067530065,5.933659310162548,0.026430553720100437,18.699616756971057,3.4227567067530065,0,5583,0,1975,259,449,2,660,259,0,3076,0,64.20676202860858,8.420026008,14.596879063719115,0.065019506,21.456436931079324,8.420026008,0,5313,0,3736,0,0,0,755,0,0,4491,0,83.18859942106435,0,0,0,16.811400578935647,0,0,55.1,84.53,69.45,3329,2507,822,30.55249633,44.90417338,15.47148504
UINTAH              ,Uintah Water Conservancy District,3127,STEINAKER DITCH                                                                 ,10592,Steinaker Ditch                                                                                                                                                                                         ,Conveyance,1,3127,ASHLEY CREEK                                                ,Observational,Pipeline Meter                      ,FLOWMETER   ,A,40.52243645,-109.5978173,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3127,60,1962,2025,10651,0,1640,439,738,1,6600,448,0,8329,0,19.690238924240607,5.270740785208308,8.860607515908272,0.012006243246488173,79.24120542682195,5.378796974426702,0,9260,0,1270,437,703,1,5725,441,0,7074,0,17.953067571388182,6.177551597398925,9.937800395815662,0.014136274,80.93016681,6.234096692,0,1391,0,370,2,35,0,875,7,0,1255,0,29.482071713147413,0.1593625498007968,2.788844621513944,0,69.72111554,0.5577689243027889,0,76.39,90.22,78.2,2322,2186,136,21.80076988,23.60691145,9.777138749
UINTAH              ,Uintah Water Conservancy District,3129,UPPER CANAL                                                                     ,10530,Colton Ditch North                                                                                                                                                                                      ,Conveyance,1,3129,ASHLEY CREEK                                                ,Observational,Pipeline Meter (Doppler and Pressure,FLOWMETER   ,A,40.51195903,-109.5945759,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3129,60,1962,2025,11518,0,1112,514,361,4,2261,494,1,3784,0,29.38689217758985,13.583509513742072,9.540169133,0.10570824524312897,59.75158562367865,13.054968287526428,0.026427061310782242,9874,0,763,514,361,4,1479,469,1,2648,0,28.81419939577039,19.410876132930515,13.632930513595165,0.1510574018126888,55.853474320241695,17.711480362537767,0.03776435,1644,0,349,0,0,0,782,25,0,1136,0,30.721830985915492,0,0,0,68.83802816901408,2.2007042253521125,0,26.82,69.1,32.85,7734,7226,508,67.14707414,73.18209439,30.90024331
UINTAH              ,Uintah Water Conservancy District,3131,ROCKPOINT CANAL                                                                 ,10586,Rock Point                                                                                                                                                                                              ,Conveyance,1,3131,ASHLEY CREEK                                                ,Observational,Pipeline Flow Meter                 ,FLOWMETER   ,A,40.49159473,-109.5853899,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3131,60,1962,2025,11824,0,1151,500,395,10,4073,387,1,5523,0,20.840123121491942,9.053050878145935,7.151910193735289,0.1810610175629187,73.74615245,7.007061379684954,0.018106102,9973,0,834,499,394,8,2994,380,1,4119,0,20.24763292,12.114590920126245,9.565428502063607,0.19422189851905802,72.68754552075747,9.225540179655257,0.024277737314882253,1851,0,317,1,1,2,1079,7,0,1404,0,22.57834757834758,0.071225071,0.071225071,0.14245014245014245,76.85185185185185,0.49857549857549854,0,41.3,75.85,46.71,6301,5854,447,53.28991881,58.69848591,24.14910859
UINTAH              ,Uintah Water Conservancy District,3132,ISLAND DITCH                                                                    ,10584,Island Ditch - Normal Flow                                                                                                                                                                              ,Conveyance,1,3132,ASHLEY CREEK                                                ,Observational,Meter in pipeline                   ,FLOWMETER   ,A,40.49162934,-109.5855455,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3132,60,1962,2025,11922,0,934,546,247,3,4595,524,1,5990,0,15.592654424040067,9.115191986644406,4.123539232053423,0.050083472454090144,76.71118530884809,8.747913188647747,0.016694491,10092,0,606,546,247,3,3481,471,1,4529,0,13.380437182601016,12.055641421947449,5.453742548023846,0.066239788,76.86023404725105,10.399646721130493,0.022079929344226097,1830,0,328,0,0,0,1114,53,0,1461,0,22.45037645448323,0,0,0,76.24914442162903,3.6276522929500343,0,44.88,79.84,50.24,5932,5563,369,49.75675222,55.1228696,20.16393443
UINTAH              ,Uintah Water Conservancy District,3133,CENTRAL CANAL                                                                   ,10588,Central Canal                                                                                                                                                                                           ,Conveyance,1,3133,ASHLEY CREEK                                                ,Observational,10-ft Concrete Parshall Flume       ,FLOWMETER   ,A,40.49155413,-109.5856067,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3133,60,1962,2025,11644,0,1087,465,216,9,3174,481,1,4593,0,23.66644894404529,10.124101894186806,4.702808621815806,0.1959503592423253,69.10516002612671,10.472458088395383,0.021772262138036142,9947,0,719,465,216,9,2306,446,1,3355,0,21.43070044709389,13.859910581222056,6.438152011922504,0.26825633383010433,68.73323397913562,13.293591654247392,0.029806259314456036,1697,0,368,0,0,0,868,35,0,1238,0,29.72536348949919,0,0,0,70.11308562197091,2.827140549273021,0,33.73,72.95,39.45,7051,6592,459,60.55479217,66.27123756,27.04773129
UINTAH              ,Uintah Water Conservancy District,3134,FEEDER                                                                          ,10532,                                                                                                                                                                                                        ,Conveyance,1,3134,ASHLEY CREEK                                                ,Observational,15-ft  Concrete Parshall Flume      ,FLOWMETER   ,A,40.49257686,-109.5841242,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3134,56,1963,2025,8217,0,1959,313,651,13,773,313,1,3262,0,60.05518087063152,9.595340282035561,19.95708154506438,0.39852851,23.697118332311465,9.595340282035561,0.030656039239730225,7040,0,1771,313,651,13,641,313,1,2942,0,60.19714479945615,10.63902107409925,22.12780421481985,0.4418762746430999,21.78789938817131,10.63902107409925,0.033990483,1177,0,188,0,0,0,132,0,0,320,0,58.75,0,0,0,41.25,0,0,41.79,27.19,39.7,4955,4098,857,60.30181331,58.21022727,72.81223449
UINTAH              ,Uintah Water Conservancy District,3138,BURNS BENCH DIVIDER                                                             ,10506,Burns Bench flow                                                                                                                                                                                        ,Conveyance,1,3138,BRUSH CREEK                                                 ,Observational,Pipe Meter                          ,FLOWMETER   ,A,40.39869798,-109.3409031,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3138,5,1961,2025,580,1,32,27,23,0,312,28,0,369,0.27100271002710025,8.672086720867208,7.317073170731707,6.233062330623306,0,84.55284553,7.588075880758807,0,499,0,16,27,23,0,298,24,0,334,0,4.790419161676647,8.083832335,6.886227545,0,89.22155688622755,7.185628743,0,81,1,16,0,0,0,14,4,0,35,2.857142857142857,45.714285714285715,0,0,0,40,11.428571428571429,0,66.93,43.21,63.62,211,165,46,36.37931034,33.06613226,56.79012346
UINTAH              ,Uintah Water Conservancy District,3142,UPPER & LOWER DITCHES - SHINER RANCH                                            ,10496,Upper Sunshine                                                                                                                                                                                          ,Conveyance,1,3142,BRUSH CREEK                                                 ,Observational,                                    ,FLOWMETER   ,A,40.47733073,-109.3928687,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3142,4,1961,2025,520,10,154,5,4,1,293,13,0,470,2.127659574468085,32.76595744680851,1.0638297872340425,0.85106383,0.2127659574468085,62.34042553191489,2.7659574468085104,0,439,0,129,5,4,1,288,8,0,425,0,30.352941176470587,1.1764705882352942,0.9411764705882352,0.2352941176470588,67.76470588235294,1.8823529411764703,0,81,10,25,0,0,0,5,5,0,45,22.22222222222222,55.55555555555556,0,0,0,11.11111111111111,11.11111111111111,0,96.81,55.56,90.38,50,14,36,9.615384615,3.189066059,44.44444444
UINTAH              ,Uintah Water Conservancy District,3143,H. AINGE DITCHES                                                                ,10673,Lower Sunshine Ainge flow                                                                                                                                                                               ,Conveyance,1,3143,BRUSH CREEK                                                 ,Observational,Meter                               ,FLOWMETER   ,A,40.43767975,-109.397154,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3143,4,1961,2025,550,0,101,12,7,2,369,23,0,484,0,20.867768595041323,2.479338842975207,1.4462809917355373,0.4132231404958678,76.23966942,4.752066116,0,469,0,81,12,7,2,359,17,0,448,0,18.080357142857142,2.6785714285714284,1.5625,0.4464285714285714,80.13392857142857,3.7946428571428568,0,81,0,20,0,0,0,10,6,0,36,0,55.55555555555556,0,0,0,27.77777777777778,16.666666666666664,0,95.52,44.44,88,66,21,45,12,4.47761194,55.55555556
UINTAH              ,Uintah Water Conservancy District,3145,SUNSHINE CANAL - SUNSHINE RANCHES                                               ,10498,Lower Sunshine flow                                                                                                                                                                                     ,Conveyance,1,3145,BRUSH CREEK                                                 ,Observational,Meter                               ,FLOWMETER   ,A,40.4376703,-109.3971047,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3145,4,1961,2025,519,4,34,13,13,1,325,22,0,371,1.078167115902965,9.164420485175203,3.5040431266846364,3.5040431266846364,0.2695417789757413,87.60107817,5.929919137466308,0,468,0,34,13,13,1,325,21,0,366,0,9.289617486338798,3.551912568306011,3.551912568306011,0.273224044,88.79781420765028,5.737704918032787,0,51,4,0,0,0,0,0,1,0,5,80,0,0,0,0,0,20,0,78.21,9.8,71.48,148,102,46,28.51637765,21.79487179,90.19607843
UINTAH              ,Uintah Water Conservancy District,3146,SUNSHINE CANAL - MURRAYS                                                        ,10500,Murray Ditch                                                                                                                                                                                            ,Conveyance,1,3146,BRUSH CREEK                                                 ,Observational,Meter                               ,FLOWMETER   ,A,40.41942241,-109.3698134,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3146,4,1961,2025,489,25,249,2,18,1,187,11,0,473,5.2854122621564485,52.64270613107822,0.42283298097251587,3.8054968287526427,0.21141649048625794,39.53488372093023,2.3255813953488373,0,438,5,218,2,18,1,187,11,0,422,1.1848341232227488,51.65876777251185,0.47393364928909953,4.265402843601896,0.23696682464454977,44.312796208530806,2.6066350710900474,0,51,20,31,0,0,0,0,0,0,51,39.21568627450981,60.78431372549019,0,0,0,0,0,0,96.35,100,96.73,16,16,0,3.27198364,3.652968037,0
UINTAH              ,Uintah Water Conservancy District,3148,WILFORD EVANS                                                                   ,10674,Lower Sunshine Evans flow                                                                                                                                                                               ,Conveyance,1,3148,BRUSH CREEK                                                 ,Observational,Meter                               ,FLOWMETER   ,A,40.43768361,-109.3971705,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=3148,3,1964,2025,366,8,31,0,154,0,274,15,0,366,2.185792349726776,8.469945355191257,0,42.07650273224044,0,74.86338797814209,4.098360655737705,0,285,0,15,0,87,0,260,7,0,285,0,5.263157894736842,0,30.526315789473685,0,91.22807017543859,2.456140350877193,0,81,8,16,0,67,0,14,8,0,81,9.876543209876543,19.753086419753085,0,82.71604938271605,0,17.28395061728395,9.876543209876543,0,100,100,100,0,0,0,0,0,0
