COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr,TOTAL_RECORDS,TOTAL_NEGATIVE,TOTAL_ZERO,TOTAL_REPEATED,TOTAL_ABOVE_MAX,TOTAL_LARGE_SPIKES,TOTAL_FLAGGED,TOTAL_NOT_FLAGGED,TOTAL_NEGATIVE_RATIO,TOTAL_ZERO_RATIO,TOTAL_REPEATED_RATIO,TOTAL_ABOVE_MAX_RATIO,TOTAL_LARGE_SPIKES_RATIO,TOTAL_FLAGGED_RATIO,TOTAL_NOT_FLAGGED_RATIO,IR_RECORDS,IR_NEGATIVE,IR_ZERO,IR_REPEATED,IR_ABOVE_MAX,IR_LARGE_SPIKES,IR_FLAGGED,IR_NOT_FLAGGED,NEGATIVE_IR_RATIO,ZERO_IR_RATIO,REPEATED_IR_RATIO,ABOVE_MAX_IR_RATIO,LARGE_SPIKES_IR_RATIO,FLAGGED_IR_RATIO,NOT_FLAGGED_IR_RATIO,NIR_RECORDS,NIR_NEGATIVE,NIR_ZERO,NIR_REPEATED,NIR_ABOVE_MAX,NIR_LARGE_SPIKES,NIR_FLAGGED,NIR_NOT_FLAGGED,NEGATIVE_NIR_RATIO,ZERO_NIR_RATIO,REPEATED_NIR_RATIO,ABOVE_MAX_NIR_RATIO,LARGE_SPIKES_NIR_RATIO,FLAGGED_NIR_RATIO,NOT_FLAGGED_NIR_RATIO,SEASONALITY_WEBPAGE
LBEAR               ,Bear River (Cache),1724,25  WILLARD / JAY PITCHER                                                       ,AAf                                     ,"25, 25A -, Radio - 206 Gravel Pit                                                                                                                                                                       ",Conveyance,1.0,1724,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.93718503,-111.9401172,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1724,36,1989.0,2024.0,5656,0,4106,1081,36,0,5223,433,0.0,78.61382347309976,20.696917480375262,0.6892590465249857,0.0,92.34441301272985,7.655586987270156,5014,0,3544,1081,36,0,4661,353,0.0,76.03518558249303,23.192447972538083,0.7723664449688908,0.0,92.95971280414838,7.040287195851616,642,0,562,0,0,0,562,80,0.0,100.0,0.0,0.0,0.0,87.53894080996885,12.461059190031152,https://flags-297769208259.us-west3.run.app/plot?id=1724
LBEAR               ,Bear River (Cache),1732,32  USU                                                                         ,Am                                      ,"32 -, Radio - 202 UP&L                                                                                                                                                                                  ",Conveyance,1.0,1732,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.82607594,-111.9847984,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1732,37,1989.0,2025.0,6311,0,4360,925,0,0,5285,1026,0.0,82.49763481551561,17.50236518448439,0.0,0.0,83.74267152590714,16.25732847409285,5316,0,3382,925,0,0,4307,1009,0.0,78.52333410726725,21.47666589273276,0.0,0.0,81.01956358164033,18.98043641835967,995,0,978,0,0,0,978,17,0.0,100.0,0.0,0.0,0.0,98.29145728643216,1.7085427135678393,https://flags-297769208259.us-west3.run.app/plot?id=1732
LBEAR               ,Bear River (Cache),1733,31  USU                                                                         ,Al                                      ,"31 -, Radio - 202 UP&L                                                                                                                                                                                  ",Conveyance,1.0,1733,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.83038023,-111.9884373,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1733,37,1989.0,2025.0,6231,0,4258,771,0,0,5029,1202,0.0,84.66892026247763,15.331079737522371,0.0,0.0,80.7093564435885,19.290643556411492,5271,0,3474,771,0,0,4245,1026,0.0,81.83745583038869,18.16254416961131,0.0,0.0,80.53500284575982,19.464997154240184,960,0,784,0,0,0,784,176,0.0,100.0,0.0,0.0,0.0,81.66666666666667,18.333333333333332,https://flags-297769208259.us-west3.run.app/plot?id=1733
LBEAR               ,Bear River (Cache),1734,33  LARRY FALSLEV                                                               ,AACJ                                    ,"33 -, Radio - 203 Falslev                                                                                                                                                                               ",Conveyance,1.0,1734,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.80001697,-111.9100556,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1734,37,1989.0,2025.0,5521,0,4270,861,25,0,5135,386,0.0,83.15481986368061,16.767283349561833,0.4868549172346641,0.0,93.00851295055243,6.9914870494475645,5027,0,3870,861,24,0,4734,293,0.0,81.74904942965779,18.187579214195186,0.5069708491761723,0.0,94.17147404018301,5.828525959816988,494,0,400,0,1,0,401,93,0.0,99.75062344139651,0.0,0.24937655860349126,0.0,81.17408906882592,18.82591093117409,https://flags-297769208259.us-west3.run.app/plot?id=1734
LBEAR               ,Bear River (Cache),1736,35  VALJAY RIGBY                                                                ,Ah                                      ,"35, 55A - Radio - 202 UP&L                                                                                                                                                                              ",Conveyance,2.0,1736,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.82713124,-111.9612144,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1736,35,1990.0,2024.0,5457,0,4152,551,0,0,4703,754,0.0,88.28407399532213,11.715926004677865,0.0,0.0,86.18288436870075,13.817115631299249,4910,0,3662,551,0,0,4213,697,0.0,86.92143365772608,13.078566342273914,0.0,0.0,85.80448065173117,14.19551934826884,547,0,490,0,0,0,490,57,0.0,100.0,0.0,0.0,0.0,89.57952468007313,10.420475319926874,https://flags-297769208259.us-west3.run.app/plot?id=1736
LBEAR               ,Bear River (Cache),1737,37  BULLEN FARMS                                                                ,Ao                                      ,37 - Radio - 202 UP&L                                                                                                                                                                                   ,Conveyance,1.0,1737,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.82456112,-111.964614,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1737,36,1989.0,2024.0,5784,0,4226,657,0,0,4883,901,0.0,86.54515666598402,13.454843334015973,0.0,0.0,84.4225449515906,15.577455048409405,5071,0,3594,657,0,0,4251,820,0.0,84.54481298517996,15.455187014820043,0.0,0.0,83.82961940445671,16.170380595543286,713,0,632,0,0,0,632,81,0.0,100.0,0.0,0.0,0.0,88.63955119214586,11.360448807854137,https://flags-297769208259.us-west3.run.app/plot?id=1737
LBEAR               ,Bear River (Cache),1744,43  BULLEN FARMS                                                                ,AACH                                    ,"43 - Done, Radio - 203 Falslev                                                                                                                                                                          ",Conveyance,1.0,1744,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.79365341,-111.960964,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1744,37,1989.0,2025.0,5894,0,4095,608,0,0,4703,1191,0.0,87.07208165001063,12.927918349989367,0.0,0.0,79.79300984051578,20.20699015948422,4974,0,3188,608,0,0,3796,1178,0.0,83.9831401475237,16.01685985247629,0.0,0.0,76.31684760755931,23.683152392440693,920,0,907,0,0,0,907,13,0.0,100.0,0.0,0.0,0.0,98.58695652173914,1.4130434782608696,https://flags-297769208259.us-west3.run.app/plot?id=1744
LBEAR               ,Bear River (Cache),1745,44CR  DAVID DORIUS                                                              ,AAL                                     ,44 - Radio - 206 Gravel Pit                                                                                                                                                                             ,Conveyance,2.0,1745,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.97224382,-111.9306645,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1745,37,1989.0,2025.0,6362,0,4285,593,0,0,4878,1484,0.0,87.84337843378434,12.156621566215662,0.0,0.0,76.6740018861993,23.32599811380069,5284,0,3408,583,0,0,3991,1293,0.0,85.39213229766975,14.607867702330243,0.0,0.0,75.52990158970478,24.47009841029523,1078,0,877,10,0,0,887,191,0.0,98.87260428410372,1.1273957158962795,0.0,0.0,82.28200371057514,17.71799628942486,https://flags-297769208259.us-west3.run.app/plot?id=1745
LBEAR               ,Bear River (Cache),1748,47  RICH (SOUTH PUMP)                                                           ,AAk                                     ,"47 -, Radio - 206 Gravel Pit                                                                                                                                                                            ",Conveyance,1.0,1748,LOWER BEAR RIVER                                            ,Observational,Dynasonic Flow Sensor               ,FLOWMETER   ,A,41.88894479,-111.8695434,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1748,37,1989.0,2025.0,6368,0,3958,1271,2,0,5231,1137,0.0,75.66430892754732,24.297457465111833,0.03823360734085261,0.0,82.14510050251256,17.854899497487438,5364,0,3145,1271,2,0,4418,946,0.0,71.18605703938434,28.768673607967404,0.04526935264825713,0.0,82.36390753169277,17.636092468307233,1004,0,813,0,0,0,813,191,0.0,100.0,0.0,0.0,0.0,80.97609561752988,19.023904382470118,https://flags-297769208259.us-west3.run.app/plot?id=1748
LBEAR               ,Bear River (Cache),1749,50  BOB MUNK                                                                    ,AAG                                     ,50 -;  Radio 206 Gravel                                                                                                                                                                                 ,Conveyance,1.0,1749,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.83068462,-111.9405287,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1749,36,1989.0,2024.0,5607,0,3668,691,1,0,4360,1247,0.0,84.12844036697248,15.848623853211008,0.022935779816513763,0.0,77.75994292848225,22.240057071517747,5093,0,3157,691,1,0,3849,1244,0.0,82.0213042348662,17.952714990906728,0.02598077422707197,0.0,75.57431769094836,24.425682309051638,514,0,511,0,0,0,511,3,0.0,100.0,0.0,0.0,0.0,99.41634241245137,0.5836575875486382,https://flags-297769208259.us-west3.run.app/plot?id=1749
LBEAR               ,Bear River (Cache),1754,54  USU                                                                         ,An                                      ,"54 -, Radio - 202 UP&L                                                                                                                                                                                  ",Conveyance,1.0,1754,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.82472133,-111.970594,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1754,37,1989.0,2025.0,6140,0,4390,725,0,0,5115,1025,0.0,85.82600195503422,14.173998044965789,0.0,0.0,83.30618892508144,16.693811074918568,5041,0,3446,725,0,0,4171,870,0.0,82.6180771997123,17.3819228002877,0.0,0.0,82.74151953977386,17.258480460226146,1099,0,944,0,0,0,944,155,0.0,100.0,0.0,0.0,0.0,85.89626933575978,14.103730664240219,https://flags-297769208259.us-west3.run.app/plot?id=1754
LBEAR               ,Bear River (Cache),1755,55A TODD BALLARD                                                                ,Ah                                      ,"35, 55A - Radio - 202 UP&L                                                                                                                                                                              ",Conveyance,1.0,1755,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.82717701,-111.9610932,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1755,34,1989.0,2024.0,5003,0,4102,344,32,0,4448,555,0.0,92.22122302158273,7.7338129496402885,0.7194244604316548,0.0,88.90665600639616,11.093343993603838,4369,0,3479,344,32,0,3825,544,0.0,90.95424836601308,8.993464052287582,0.8366013071895426,0.0,87.54863813229572,12.45136186770428,634,0,623,0,0,0,623,11,0.0,100.0,0.0,0.0,0.0,98.26498422712933,1.7350157728706623,https://flags-297769208259.us-west3.run.app/plot?id=1755
LBEAR               ,Bear River (Cache),1768,T09 SKIDMORE                                                                    ,AAa                                     ,"T09 - Done, Radio - 206 Gravel Pit                                                                                                                                                                      ",Conveyance,1.0,1768,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.91053098,-111.8753179,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1768,33,1989.0,2025.0,5801,0,4491,476,0,0,4967,834,0.0,90.41675055365411,9.583249446345883,0.0,0.0,85.62316841923806,14.376831580761937,4581,0,3294,472,0,0,3766,815,0.0,87.46680828465216,12.533191715347849,0.0,0.0,82.20912464527396,17.790875354726044,1220,0,1197,4,0,0,1201,19,0.0,99.6669442131557,0.33305578684429643,0.0,0.0,98.44262295081967,1.557377049180328,https://flags-297769208259.us-west3.run.app/plot?id=1768
LBEAR               ,Bear River (Cache),1770,T09A BRAYDEN & PAM SPACKMAN FARM                                                ,AAP                                     ,"T09A -, Radio - 206 Crow Mt.                                                                                                                                                                            ",Conveyance,1.0,1770,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.91923877,-111.8716113,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1770,33,1989.0,2025.0,5400,0,4052,554,0,0,4606,794,0.0,87.97221016066001,12.027789839339992,0.0,0.0,85.29629629629629,14.703703703703704,4344,0,3190,425,0,0,3615,729,0.0,88.24343015214384,11.756569847856154,0.0,0.0,83.21823204419888,16.781767955801104,1056,0,862,129,0,0,991,65,0.0,86.98284561049445,13.017154389505551,0.0,0.0,93.84469696969697,6.15530303030303,https://flags-297769208259.us-west3.run.app/plot?id=1770
LBEAR               ,Bear River (Cache),1772,T10 SPACKMAN BROTHERS (PREVIOUSLY: W.D.C.I.)                                    ,AAb                                     ,"T10 - Done, Radio - 206 Crow Mt.                                                                                                                                                                        ",Conveyance,1.0,1772,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.91060522,-111.8749714,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1772,26,2000.0,2025.0,4870,0,4270,121,1,0,4392,478,0.0,97.22222222222221,2.755009107468124,0.022768670309653915,0.0,90.18480492813141,9.815195071868583,3443,0,2963,121,1,0,3085,358,0.0,96.0453808752026,3.9222042139384112,0.03241491085899514,0.0,89.6020911995353,10.39790880046471,1427,0,1307,0,0,0,1307,120,0.0,100.0,0.0,0.0,0.0,91.59074982480729,8.409250175192712,https://flags-297769208259.us-west3.run.app/plot?id=1772
LBEAR               ,Bear River (Cache),1774,T12 CHRIS ALLEN                                                                 ,AAA                                     ,T12 - Radio- 206 Crow Mt                                                                                                                                                                                ,Conveyance,1.0,1774,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.99045551,-111.8101022,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1774,23,2001.0,2024.0,4218,0,3752,149,3,0,3904,314,0.0,96.10655737704919,3.816598360655737,0.07684426229508197,0.0,92.55571360834519,7.4442863916548125,3312,0,2858,149,3,0,3010,302,0.0,94.95016611295681,4.950166112956811,0.09966777408637872,0.0,90.88164251207729,9.118357487922706,906,0,894,0,0,0,894,12,0.0,100.0,0.0,0.0,0.0,98.67549668874173,1.3245033112582782,https://flags-297769208259.us-west3.run.app/plot?id=1774
LBEAR               ,Bear River (Cache),1775,T13 REED SNYDER                                                                 ,AAJ                                     ,"T13 -, Radio - 206 Gravel PIt                                                                                                                                                                           ",Conveyance,1.0,1775,LOWER BEAR RIVER                                            ,Observational,On/Off Pressure Sensor              ,ONOFF       ,A,41.9910205,-111.8398919,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1775,32,1991.0,2024.0,4921,0,4588,305,0,0,4893,28,0.0,93.76660535458818,6.2333946454118125,0.0,0.0,99.43100995732574,0.5689900426742532,4439,0,4106,305,0,0,4411,28,0.0,93.08546814781229,6.914531852187713,0.0,0.0,99.36922730344673,0.6307726965532777,482,0,482,0,0,0,482,0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,https://flags-297769208259.us-west3.run.app/plot?id=1775
BEAR_UPL            ,Bear River (UPL),1862,00  HAMMOND                                                                     ,East Wheelon Canal (                    ,East Wheelon Canal (CFS)                                                                                                                                                                                ,Conveyance,1.0,1862,LOWER BEAR RIVER                                            ,Observational,                                    ,DIGITAL     ,A,41.83174009,-112.0570754,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1862,39,1957.0,2025.0,10175,0,3461,1604,0,0,5065,5110,0.0,68.33168805528135,31.668311944718656,0.0,0.0,49.778869778869776,50.22113022113022,6342,0,724,1071,0,0,1795,4547,0.0,40.33426183844011,59.66573816155989,0.0,0.0,28.303374329864393,71.6966256701356,3833,0,2737,533,0,0,3270,563,0.0,83.70030581039755,16.299694189602445,0.0,0.0,85.31176624054265,14.688233759457345,https://flags-297769208259.us-west3.run.app/plot?id=1862
BEAR_UPL            ,Bear River (UPL),1863,00  WESTSIDE                                                                    ,West Wheelon Canal (                    ,West Wheelon Canal (CFS)                                                                                                                                                                                ,Conveyance,1.0,1863,LOWER BEAR RIVER                                            ,Observational,                                    ,DIGITAL     ,A,41.83174153,-112.0570757,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1863,37,1989.0,2025.0,9914,0,2599,490,0,0,3089,6825,0.0,84.13726124959534,15.862738750404661,0.0,0.0,31.157958442606414,68.84204155739359,6267,0,706,138,0,0,844,5423,0.0,83.64928909952607,16.350710900473935,0.0,0.0,13.467368756981013,86.53263124301898,3647,0,1893,352,0,0,2245,1402,0.0,84.32071269487751,15.679287305122495,0.0,0.0,61.55744447491088,38.44255552508912,https://flags-297769208259.us-west3.run.app/plot?id=1863
USGS                ,USGS Gage,1883,SEVIER RIVER NEAR KINGSTON - USGS                                               ,10183500,Sevier River near Kingston                                                                                                                                                                              ,Stream,1.0,1883,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,38.20597927,-112.2077579,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1883,88,1938.0,2025.0,30644,0,553,2459,1223,3,4231,26413,0.0,13.07019617111794,58.11864807374143,28.905696052942563,0.07090522335145355,13.806944263151024,86.19305573684898,15959,0,31,1760,1163,0,2950,13009,0.0,1.0508474576271187,59.66101694915255,39.42372881355932,0.0,18.484867472899307,81.5151325271007,14685,0,522,699,60,3,1281,13404,0.0,40.749414519906324,54.56674473067916,4.683840749414521,0.234192037470726,8.723186925434117,91.2768130745659,https://flags-297769208259.us-west3.run.app/plot?id=1883
BEAR_UPL            ,Bear River (UPL),1901,00  COLLINSTON                                                                  ,Bear R. At Collinsto                    ,Bear R. At Collinston (CFS)                                                                                                                                                                             ,Stream,1.0,1901,LOWER BEAR RIVER                                            ,Observational,Stage Recorder                      ,DIGITAL     ,A,41.83410443,-112.0552579,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1901,44,1989.0,2025.0,98092,0,94,82752,534,0,83380,14712,0.0,0.11273686735428161,99.24682177980331,0.6404413528424082,0.0,85.00183501202953,14.998164987970478,50675,0,1,43629,482,0,44112,6563,0.0,0.002266956837141821,98.90505984766051,1.0926731955023576,0.0,87.04884065120868,12.951159348791316,47417,0,93,39123,52,0,39268,8149,0.0,0.23683406335947849,99.63074258938576,0.13242334725476215,0.0,82.81418056815066,17.185819431849335,https://flags-297769208259.us-west3.run.app/plot?id=1901
SEVIER              ,Sevier River,1928,ROCKY FORD RESERVOIR NEAR SIGURD                                                ,9101,Rocky Ford Reservoir Content                                                                                                                                                                            ,Reservoir,1.0,1928,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,38.86828839,-111.9559736,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1928,31,1969.0,2025.0,7592,0,355,934,0,0,1289,6303,0.0,27.54072924747867,72.45927075252133,0.0,0.0,16.978398314014754,83.02160168598525,5154,0,146,426,0,0,572,4582,0.0,25.524475524475527,74.47552447552448,0.0,0.0,11.098176173845557,88.90182382615444,2438,0,209,508,0,0,717,1721,0.0,29.14923291492329,70.85076708507671,0.0,0.0,29.40935192780968,70.59064807219032,https://flags-297769208259.us-west3.run.app/plot?id=1928
SEVIER              ,Sevier River,1930,OTTER CREEK RESERVOIR                                                           ,3453,Otter Creek Reservoir Content                                                                                                                                                                           ,Reservoir,1.0,1930,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,38.17327922,-112.0073831,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1930,96,1929.0,2025.0,21184,0,0,568,0,0,568,20616,0.0,0.0,100.0,0.0,0.0,2.6812688821752264,97.31873111782477,10867,0,0,365,0,0,365,10502,0.0,0.0,100.0,0.0,0.0,3.358792675071317,96.64120732492869,10317,0,0,203,0,0,203,10114,0.0,0.0,100.0,0.0,0.0,1.9676262479402926,98.03237375205971,https://flags-297769208259.us-west3.run.app/plot?id=1930
SEVIER              ,Sevier River,1931,PIUTE RESERVOIR                                                                 ,2482,Piute Reservoir Contents                                                                                                                                                                                ,Reservoir,1.0,1931,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,38.31914622,-112.1936667,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1931,89,1937.0,2025.0,27584,0,106,1204,1,0,1311,26273,0.0,8.085430968726163,91.83829138062548,0.07627765064836003,0.0,4.752755220417634,95.24724477958236,14105,0,24,560,1,0,585,13520,0.0,4.102564102564102,95.72649572649573,0.17094017094017094,0.0,4.147465437788019,95.85253456221197,13479,0,82,644,0,0,726,12753,0.0,11.294765840220386,88.70523415977961,0.0,0.0,5.386156243044736,94.61384375695526,https://flags-297769208259.us-west3.run.app/plot?id=1931
SEVIER              ,Sevier River,1932,SEVIER BRIDGE RESERVOIR                                                         ,3443,Sevier Bridge Reservoir Contents                                                                                                                                                                        ,Reservoir,1.0,1932,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,39.37219781,-112.0285963,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=1932,101,1915.0,2025.0,32574,0,96,1734,0,0,1830,30744,0.0,5.245901639344262,94.75409836065573,0.0,0.0,5.617977528089887,94.3820224719101,16374,0,92,1078,0,0,1170,15204,0.0,7.863247863247863,92.13675213675214,0.0,0.0,7.145474532795896,92.85452546720411,16200,0,4,656,0,0,660,15540,0.0,0.6060606060606061,99.39393939393939,0.0,0.0,4.074074074074074,95.92592592592592,https://flags-297769208259.us-west3.run.app/plot?id=1932
SEVIER              ,Sevier River,2150,DESERET IRRIGATION CO (ABRAHAM PUMP)                                            ,10925,DESERET IRRIGATION CO (ABRAHAM PUMP)                                                                                                                                                                    ,Conveyance,1.0,2150,SEVIER RIVER                                                ,Observational,3 foot ramp flume                   ,DIGITAL     ,A,39.3515717,-112.633583,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2150,51,1975.0,2025.0,11400,1,6927,324,198,6,7441,3959,0.013439053890606102,93.09232630022846,4.354253460556377,2.6609326703400082,0.08063432334363661,65.2719298245614,34.728070175438596,8204,1,3984,302,188,6,4470,3734,0.02237136465324385,89.12751677852349,6.756152125279642,4.205816554809844,0.1342281879194631,54.48561677230619,45.514383227693806,3196,0,2943,22,10,0,2971,225,0.0,99.0575563783238,0.7404914170313026,0.3365870077415012,0.0,92.95994993742178,7.0400500625782225,https://flags-297769208259.us-west3.run.app/plot?id=2150
SEVIER              ,Sevier River,2172,THREE CREEK RESERVOIR OUTLET                                                    ,13197,Three Creeks Reservoir Outlet                                                                                                                                                                           ,Reservoir Release,1.0,2172,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,38.62311233,-112.4295497,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2172,48,1939.0,2025.0,9152,0,6346,956,76,1,7378,1774,0.0,86.0124695039306,12.957441040932501,1.0300894551368935,0.01355380862022228,80.61625874125873,19.383741258741257,5889,0,3535,758,76,1,4369,1520,0.0,80.91096360723277,17.34950789654383,1.7395284962233921,0.02288853284504463,74.18916624214637,25.810833757853622,3263,0,2811,198,0,0,3009,254,0.0,93.419740777667,6.580259222333002,0.0,0.0,92.21575237511492,7.784247624885075,https://flags-297769208259.us-west3.run.app/plot?id=2172
USGS                ,USGS Gage,2306,USGS LOST CREEK NEAR CROYDEN UTAH                                               ,10132500,"USGS Lost Creek near Croyden, UT                                                                                                                                                                        ",Stream,1.0,2306,WEBER RIVER                                                 ,Observational,                                    ,,A,41.18065466,-111.4004553,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2306,51,1947.0,2025.0,16601,0,15,7939,802,6,8650,7951,0.0,0.17341040462427745,91.78034682080924,9.271676300578035,0.06936416184971098,52.10529486175531,47.89470513824469,8475,0,1,2929,757,6,3598,4877,0.0,0.027793218454697052,81.40633685380767,21.03946637020567,0.16675931072818231,42.45427728613569,57.54572271386431,8126,0,14,5010,45,0,5052,3074,0.0,0.2771179730799683,99.1686460807601,0.8907363420427553,0.0,62.170809746492736,37.829190253507264,https://flags-297769208259.us-west3.run.app/plot?id=2306
USGS                ,USGS Gage,2348,USGS EAST CANYON CREEK ABOVE E CANYON RES NEAR MORGAN UTAH                      ,10133980,USGS East Canyon Creek above East Canyon Reservoir near Morgan Utah                                                                                                                                     ,Stream,1.0,2348,WEBER RIVER                                                 ,Observational,                                    ,,A,40.86955443,-111.5864898,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2348,31,1948.0,2025.0,7673,0,472,606,360,43,1433,6240,0.0,32.93789253314724,42.28890439637125,25.12212142358688,3.0006978367062107,18.675876449889223,81.32412355011078,5159,0,262,501,273,33,1031,4128,0.0,25.41222114451988,48.59359844810863,26.479146459747817,3.200775945683802,19.98449311882148,80.01550688117852,2514,0,210,105,87,10,402,2112,0.0,52.23880597014925,26.119402985074625,21.641791044776117,2.4875621890547266,15.990453460620524,84.00954653937947,https://flags-297769208259.us-west3.run.app/plot?id=2348
USGS                ,USGS Gage,2404,USGS WEBER RIVER AT GATEWAY UTAH                                                ,10136500,Weber River at Gateway                                                                                                                                                                                  ,Stream,1.0,2404,WEBER RIVER                                                 ,Observational,RATED SECTION                       ,,A,41.13732401,-111.8321579,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2404,28,1990.0,2025.0,9123,0,0,16,441,0,457,8666,0.0,0.0,3.50109409190372,96.49890590809628,0.0,5.009317110599584,94.99068288940042,4792,0,0,0,408,0,408,4384,0.0,0.0,0.0,100.0,0.0,8.514190317195327,91.48580968280467,4331,0,0,16,33,0,49,4282,0.0,0.0,32.6530612244898,67.3469387755102,0.0,1.1313784345416764,98.86862156545833,https://flags-297769208259.us-west3.run.app/plot?id=2404
